"obs_id","source","compilation","location","DOI","latitude","longitude","elevation","d2H_precip","d2H_precip_err","d2H_wax","d2H_wax_err","archive_class"
"obs_0578","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-29.57,22.2,NA,-23.88707926,NA,-101,NA,"lake sediment"
"obs_0579","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-29.46,20.47,NA,-24.28256071,NA,-116,NA,"lake sediment"
"obs_0580","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-29.46,20.47,NA,-24.26160338,NA,-75,NA,"lake sediment"
"obs_0581","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-29.4,22.55,NA,-27.71855011,NA,-88,NA,"lake sediment"
"obs_0582","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-29.31,19.26,NA,-26.88172043,NA,-95,NA,"lake sediment"
"obs_0583","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-29.29,22.45,NA,-27.14440825,NA,-104,NA,"lake sediment"
"obs_0584","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-29.23,21.7,NA,-23.07692308,NA,-111,NA,"lake sediment"
"obs_0585","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-29.22,23.2,NA,-27.4122807,NA,-113,NA,"lake sediment"
"obs_0586","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-28.58,25.3,NA,-29.47598253,NA,-111,NA,"lake sediment"
"obs_0587","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-28.57,19.23,NA,-25.19167579,NA,-110,NA,"lake sediment"
"obs_0588","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-28.57,27.5,NA,-31.79824561,NA,-117,NA,"lake sediment"
"obs_0589","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-28.56,24.13,NA,-24.28256071,NA,-116,NA,"lake sediment"
"obs_0590","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-28.5,26.36,NA,-29.96670366,NA,-126,NA,"lake sediment"
"obs_0591","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-28.5,26.36,NA,-30.20134228,NA,-133,NA,"lake sediment"
"obs_0592","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-28.45,24.42,NA,-26.2295082,NA,-109,NA,"lake sediment"
"obs_0593","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-28.45,24.42,NA,-25.44247788,NA,-119,NA,"lake sediment"
"obs_0594","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-28.44,22.31,NA,-29.50819672,NA,-112,NA,"lake sediment"
"obs_0595","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-28.38,22.15,NA,-29.22077922,NA,-103,NA,"lake sediment"
"obs_0596","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-27.55,28.23,NA,-29.14798206,NA,-134,NA,"lake sediment"
"obs_0597","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-27.55,28.23,NA,-29.61275626,NA,-148,NA,"lake sediment"
"obs_0598","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-27.55,28.23,NA,-28.60411899,NA,-151,NA,"lake sediment"
"obs_0599","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-27.25,28.3,NA,-26.31578947,NA,-149,NA,"lake sediment"
"obs_0600","Ladd 2021 compilation (Herrmann et al., 2017)","ETH Zurich: doi:10.3929/ethz-b-000412154","South Africa, Africa","10.1016/j.orggeochem.2017.03.008",-27.05,28.35,NA,-24.60850112,NA,-128,NA,"lake sediment"
"obs_0601","Ladd 2021 compilation (Huang et al., 2016)","ETH Zurich: doi:10.3929/ethz-b-000412154","Tiandouyang, Asia","10.1016/j.palaeo.2016.08.011",25.9,117.47,1196,-59,NA,-192,NA,"lake sediment"
"obs_0602","Ladd 2021 compilation (Huang et al., 2016)","ETH Zurich: doi:10.3929/ethz-b-000412154","Shiwangutian, Asia","10.1016/j.palaeo.2016.08.011",26.08,110.37,1688,-62,NA,-208,NA,"lake sediment"
"obs_0603","Ladd 2021 compilation (Huang et al., 2016)","ETH Zurich: doi:10.3929/ethz-b-000412154","Wangdongyang, Asia","10.1016/j.palaeo.2016.08.011",27.67,119.63,1398,-63,NA,-203,NA,"lake sediment"
"obs_0604","Ladd 2021 compilation (Huang et al., 2016)","ETH Zurich: doi:10.3929/ethz-b-000412154","Dajiuhu, Asia","10.1016/j.palaeo.2016.08.011",31.47,110,1700,-64,NA,-204,NA,"lake sediment"
"obs_0605","Ladd 2021 compilation (Huang et al., 2016)","ETH Zurich: doi:10.3929/ethz-b-000412154","Zoige, Asia","10.1016/j.palaeo.2016.08.011",33.82,102.73,3500,-71,NA,-204,NA,"lake sediment"
"obs_0606","Ladd 2021 compilation (Huang et al., 2016)","ETH Zurich: doi:10.3929/ethz-b-000412154","Hani, Asia","10.1016/j.palaeo.2016.08.011",42.22,126.52,902,-66,NA,-222,NA,"lake sediment"
"obs_0607","Ladd 2021 compilation (Huang et al., 2016)","ETH Zurich: doi:10.3929/ethz-b-000412154","Yichun, Asia","10.1016/j.palaeo.2016.08.011",48.52,129.53,272,-91,NA,-209,NA,"lake sediment"
"obs_0608","Ladd 2021 compilation (Jaeschke et al., 2018)","ETH Zurich: doi:10.3929/ethz-b-000412154","II-Forest, Africa","10.1016/j.orggeochem.2018.06.006",7.4527,36.8704,2545,-5,NA,-140,NA,"soil"
"obs_0609","Ladd 2021 compilation (Jaeschke et al., 2018)","ETH Zurich: doi:10.3929/ethz-b-000412154","V-Grassland, Africa","10.1016/j.orggeochem.2018.06.006",7.5176,36.8758,2109,2,NA,-125,NA,"soil"
"obs_0610","Ladd 2021 compilation (Jaeschke et al., 2018)","ETH Zurich: doi:10.3929/ethz-b-000412154","V-Cropland, Africa","10.1016/j.orggeochem.2018.06.006",7.5176,36.8758,2109,2,NA,-128,NA,"soil"
"obs_0611","Ladd 2021 compilation (Jaeschke et al., 2018)","ETH Zurich: doi:10.3929/ethz-b-000412154","V-Forest, Africa","10.1016/j.orggeochem.2018.06.006",7.5176,36.8758,2109,2,NA,-134,NA,"soil"
"obs_0612","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.55,101.97,3767,-98,NA,-237,NA,"lake sediment"
"obs_0613","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.55,101.97,3518,-94,NA,-224,NA,"lake sediment"
"obs_0614","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.55,101.97,3676,-96,NA,-241,NA,"lake sediment"
"obs_0615","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.57,101.98,3209,-89,NA,-200,NA,"lake sediment"
"obs_0616","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.58,101.99,3188,-89,NA,-220,NA,"lake sediment"
"obs_0617","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.58,102.01,2808,-83,NA,-193,NA,"lake sediment"
"obs_0618","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.58,101.99,3119,-88,NA,-207,NA,"lake sediment"
"obs_0619","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.58,102.01,2920,-84,NA,-197,NA,"lake sediment"
"obs_0620","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.6,102.05,2220,-74,NA,-203,NA,"lake sediment"
"obs_0621","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.6,102.06,2160,-73,NA,-214,NA,"lake sediment"
"obs_0622","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.6,102.07,2115,-72,NA,-185,NA,"lake sediment"
"obs_0623","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.6,102.07,2005,-70,NA,-199,NA,"lake sediment"
"obs_0624","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.6,102.07,2085,-72,NA,-206,NA,"lake sediment"
"obs_0625","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.6,102.04,2350,-76,NA,-189,NA,"lake sediment"
"obs_0626","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.61,102.11,1645,-65,NA,-181,NA,"lake sediment"
"obs_0627","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.61,102.17,1220,-58,NA,-195,NA,"lake sediment"
"obs_0628","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.61,102.09,1850,-68,NA,-195,NA,"lake sediment"
"obs_0629","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.62,102.11,1740,-66,NA,-178,NA,"lake sediment"
"obs_0630","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.63,102.14,1375,-61,NA,-169,NA,"lake sediment"
"obs_0631","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.64,102.13,1470,-62,NA,-184,NA,"lake sediment"
"obs_0632","Ladd 2021 compilation (Jia et al., 2008)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Gonnga, Asia","10.1016/j.gca.2008.08.004",29.65,102.11,1610,-64,NA,-192,NA,"lake sediment"
"obs_0633","Ladd 2021 compilation (Krull et al., 2006)","ETH Zurich: doi:10.3929/ethz-b-000412154","Queensland, Australia","10.1016/j.soilbio.2006.04.008",-23.22,143.95,191,-20,NA,-88,NA,"lake sediment"
"obs_0634","Ladd 2021 compilation (Ladd et al., SPCZ in prep)","ETH Zurich: doi:10.3929/ethz-b-000412154","Lake Dranoniveilomo, Vanua Balavu, Fiji, Tropical Pacific","10.1029/2020JG005891",-17.1976,-178.9559,NA,-21,NA,-150.8,NA,"lake sediment"
"obs_0635","Ladd 2021 compilation (Ladd et al., SPCZ in prep)","ETH Zurich: doi:10.3929/ethz-b-000412154","Oroatera Pond, Tetiaroa, French Polynesia, Tropical Pacific","10.1029/2020JG005891",-16.9958,-149.5409,NA,-25,NA,-173.5,NA,"marine sediment"
"obs_0636","Ladd 2021 compilation (Ladd et al., SPCZ in prep)","ETH Zurich: doi:10.3929/ethz-b-000412154","Lake Tagamaucia, Teveuni, Fiji, Tropical Pacific","10.1029/2020JG005891",-16.8163,-179.9399,NA,-34,NA,-170.1,NA,"lake sediment"
"obs_0637","Ladd 2021 compilation (Ladd, Maloney et al (UW))","ETH Zurich: doi:10.3929/ethz-b-000412154","ChuTol, Tropical Pacific","10.1029/2020JG005891",7.35,151.604,0,-32,NA,-153,NA,"lake sediment"
"obs_0638","Ladd 2021 compilation (Ladd, Maloney et al (UW))","ETH Zurich: doi:10.3929/ethz-b-000412154","YapGal, Tropical Pacific","10.1029/2020JG005891",9.49,138.088,0,-34,NA,-151,NA,"lake sediment"
"obs_0639","Ladd 2021 compilation (Ladd, Maloney et al (UW))","ETH Zurich: doi:10.3929/ethz-b-000412154","GuSasa, Tropical Pacific","10.1029/2020JG005891",13.44,144.683,0,-29,NA,-145,NA,"lake sediment"
"obs_0640","Ladd 2021 compilation (Leider et al., 2013)","ETH Zurich: doi:10.3929/ethz-b-000412154","Lago Alimini Grande, Europe","10.1016/j.gca.2013.04.018",40.2,18.45,719,-47,2,-159,NA,"lake sediment"
"obs_0641","Ladd 2021 compilation (Leider et al., 2013)","ETH Zurich: doi:10.3929/ethz-b-000412154","Lago Bomba, Europe","10.1016/j.gca.2013.04.018",42.01,14.36,731,-45,1,-156,NA,"lake sediment"
"obs_0642","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","S1, Asia","10.1016/j.orggeochem.2019.04.009",22.57,114.23,197,-43,NA,-173.5,NA,"lake sediment"
"obs_0643","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","S2, Asia","10.1016/j.orggeochem.2019.04.009",23.27,114.03,600,-50,NA,-179.3,NA,"lake sediment"
"obs_0644","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","S3, Asia","10.1016/j.orggeochem.2019.04.009",23.3,113.46,451,-47,NA,-169.9,NA,"lake sediment"
"obs_0645","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","S4, Asia","10.1016/j.orggeochem.2019.04.009",23.63,113.87,531,-48,NA,-171,NA,"lake sediment"
"obs_0646","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","S5, Asia","10.1016/j.orggeochem.2019.04.009",24.28,113.55,164,-43,NA,-169,NA,"lake sediment"
"obs_0647","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","S6, Asia","10.1016/j.orggeochem.2019.04.009",24.6,113.65,137,-42,NA,-170.3,NA,"lake sediment"
"obs_0648","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","S7, Asia","10.1016/j.orggeochem.2019.04.009",25.1,113.52,302,-44,NA,-170.6,NA,"lake sediment"
"obs_0649","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","S8, Asia","10.1016/j.orggeochem.2019.04.009",25.29,112.99,186,-41,NA,-170.3,NA,"lake sediment"
"obs_0650","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","S9, Asia","10.1016/j.orggeochem.2019.04.009",25.64,113.04,280,-41,NA,-170.6,NA,"lake sediment"
"obs_0651","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","S10, Asia","10.1016/j.orggeochem.2019.04.009",26.81,112.58,80,-33,NA,-169,NA,"lake sediment"
"obs_0652","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","S11, Asia","10.1016/j.orggeochem.2019.04.009",27.11,112.1,165,-35,NA,-164.7,NA,"lake sediment"
"obs_0653","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","SE02, Asia","10.1016/j.orggeochem.2019.04.009",27.83,117.73,1337,-63,NA,-205.6,NA,"lake sediment"
"obs_0654","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","SE04, Asia","10.1016/j.orggeochem.2019.04.009",27.84,117.76,1765,-69,NA,-211.9,NA,"lake sediment"
"obs_0655","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","SE01, Asia","10.1016/j.orggeochem.2019.04.009",27.88,117.74,749,-54,NA,-192,NA,"lake sediment"
"obs_0656","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","S12, Asia","10.1016/j.orggeochem.2019.04.009",31.05,110.92,1760,-71,NA,-196.3,NA,"lake sediment"
"obs_0657","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","S13, Asia","10.1016/j.orggeochem.2019.04.009",31.3,110.38,900,-57,NA,-174,NA,"lake sediment"
"obs_0658","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","S14, Asia","10.1016/j.orggeochem.2019.04.009",31.33,110.42,1400,-65,NA,-178.1,NA,"lake sediment"
"obs_0659","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","S15, Asia","10.1016/j.orggeochem.2019.04.009",31.47,110.38,1339,-64,NA,-180.1,NA,"lake sediment"
"obs_0660","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","X'A, Asia","10.1016/j.orggeochem.2019.04.009",34.3,108.61,588,-56,NA,-172.9,NA,"lake sediment"
"obs_0661","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","XY, Asia","10.1016/j.orggeochem.2019.04.009",34.94,113.38,222,-50,NA,-169.1,NA,"lake sediment"
"obs_0662","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","JYX, Asia","10.1016/j.orggeochem.2019.04.009",35.05,112.46,367,-53,NA,-170.4,NA,"lake sediment"
"obs_0663","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","TC, Asia","10.1016/j.orggeochem.2019.04.009",35.21,109,1222,-67,NA,-176.7,NA,"lake sediment"
"obs_0664","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","XF, Asia","10.1016/j.orggeochem.2019.04.009",35.84,111.44,455,-55,NA,-175.3,NA,"lake sediment"
"obs_0665","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","N02, Asia","10.1016/j.orggeochem.2019.04.009",35.89485,108.97625,622,-57,NA,-170.8,NA,"lake sediment"
"obs_0666","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","FX, Asia","10.1016/j.orggeochem.2019.04.009",35.96,109.73,1270,-68,NA,-161.3,NA,"lake sediment"
"obs_0667","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","HLS, Asia","10.1016/j.orggeochem.2019.04.009",36,110.15,897,-62,NA,-195.7,NA,"lake sediment"
"obs_0668","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","GLS, Asia","10.1016/j.orggeochem.2019.04.009",36.02,103.84,1999,-40,NA,-149,NA,"lake sediment"
"obs_0669","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","QY, Asia","10.1016/j.orggeochem.2019.04.009",36.08,107.82,1285,-66,NA,-178.8,NA,"lake sediment"
"obs_0670","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","ZWL, Asia","10.1016/j.orggeochem.2019.04.009",36.09,107.6,1148,-63,NA,-160,NA,"lake sediment"
"obs_0671","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","CZ, Asia","10.1016/j.orggeochem.2019.04.009",36.2,113.28,1028,-65,NA,-170.6,NA,"lake sediment"
"obs_0672","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","YA, Asia","10.1016/j.orggeochem.2019.04.009",36.37,109.56,1245,-67,NA,-166,NA,"lake sediment"
"obs_0673","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","JY, Asia","10.1016/j.orggeochem.2019.04.009",36.46,104.6,1720,-42,NA,-160,NA,"lake sediment"
"obs_0674","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","N03, Asia","10.1016/j.orggeochem.2019.04.009",36.57676667,109.4143667,1077,-63,NA,-173.9,NA,"lake sediment"
"obs_0675","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","JT, Asia","10.1016/j.orggeochem.2019.04.009",36.95,104.83,1743,-47,NA,-170,NA,"lake sediment"
"obs_0676","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","N04, Asia","10.1016/j.orggeochem.2019.04.009",37.29825,108.9454667,1427,-63,NA,-167.1,NA,"lake sediment"
"obs_0677","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","ZW3, Asia","10.1016/j.orggeochem.2019.04.009",37.36,104.1,1635,-43,NA,-152.1,NA,"lake sediment"
"obs_0678","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","ZW2, Asia","10.1016/j.orggeochem.2019.04.009",37.52,103.64,1850,-60,NA,-153.8,NA,"lake sediment"
"obs_0679","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","ZW1, Asia","10.1016/j.orggeochem.2019.04.009",37.64,103.14,1745,-43,NA,-155.9,NA,"lake sediment"
"obs_0680","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","N05, Asia","10.1016/j.orggeochem.2019.04.009",38.37526667,109.69765,1117,-58,NA,-162.4,NA,"lake sediment"
"obs_0681","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","ALSM1, Asia","10.1016/j.orggeochem.2019.04.009",38.97,105.66,1464,-51,NA,-148.8,NA,"lake sediment"
"obs_0682","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","ALSYQ1, Asia","10.1016/j.orggeochem.2019.04.009",39.01,101.2,1789,-44,NA,-147.9,NA,"lake sediment"
"obs_0683","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","ZY2, Asia","10.1016/j.orggeochem.2019.04.009",39.09,100.07,1604,-41,NA,-140.9,NA,"lake sediment"
"obs_0684","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","ALSYQ7, Asia","10.1016/j.orggeochem.2019.04.009",39.21,102.62,1443,-41,NA,-129.5,NA,"lake sediment"
"obs_0685","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","JQ8, Asia","10.1016/j.orggeochem.2019.04.009",39.27,99.34,1683,-41,NA,-128.1,NA,"lake sediment"
"obs_0686","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","N07, Asia","10.1016/j.orggeochem.2019.04.009",39.27311667,106.7305333,1160,-48,NA,-149.4,NA,"lake sediment"
"obs_0687","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","N06, Asia","10.1016/j.orggeochem.2019.04.009",39.37438333,108.2947333,1390,-54,NA,-163.4,NA,"lake sediment"
"obs_0688","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","ALSM2, Asia","10.1016/j.orggeochem.2019.04.009",39.4,105.69,1174,-48,NA,-152,NA,"lake sediment"
"obs_0689","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","JQ1, Asia","10.1016/j.orggeochem.2019.04.009",39.81,97.99,1749,-38,NA,-147.2,NA,"lake sediment"
"obs_0690","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","ALS, Asia","10.1016/j.orggeochem.2019.04.009",40.3,107.6,1142,-52,NA,-160.1,NA,"lake sediment"
"obs_0691","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","SEQ, Asia","10.1016/j.orggeochem.2019.04.009",40.59,110.44,1068,-53,NA,-163.2,NA,"lake sediment"
"obs_0692","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","DK, Asia","10.1016/j.orggeochem.2019.04.009",40.8,107.5,1078,-53,NA,-148.5,NA,"lake sediment"
"obs_0693","Ladd 2021 compilation (Li et al., 2019)","ETH Zurich: doi:10.3929/ethz-b-000412154","LC, Asia","10.1016/j.orggeochem.2019.04.009",40.92,112.9,1549,-71,NA,-172.2,NA,"lake sediment"
"obs_0694","Ladd 2021 compilation (Lu et al., 2020)","ETH Zurich: doi:10.3929/ethz-b-000412154","CB-01, Asia","10.1016/j.orggeochem.2020.104015",42.05,127.684,882,-66,NA,-195,NA,"soil"
"obs_0695","Ladd 2021 compilation (Lu et al., 2020)","ETH Zurich: doi:10.3929/ethz-b-000412154","BYQ-05, Asia","10.1016/j.orggeochem.2020.104015",42.3,118.304,696,-71,NA,-191,NA,"soil"
